|6.6.6
mars1_1.tab                                                                                         
           1
P(bar)  
   234999.00000000000     
   234999.00000000000     
  173529599
           3
P(bar)         T(K)           rho,kg/m3     
  18614.8        1375.78        3481.22     
  18638.3        1375.92        3481.27     
  18661.8        1376.07        3481.32     
  18685.3        1376.21        3481.38     
  18708.8        1376.35        3481.43     
  18732.3        1376.49        3481.48     
  18755.8        1376.64        3481.53     
  18779.3        1376.78        3481.58     
  18802.8        1376.92        3481.63     
  18826.3        1377.06        3481.68     
  18849.8        1377.21        3481.73     
  18873.3        1377.35        3481.78     
  18896.8        1377.49        3481.83     
  18920.3        1377.63        3481.88     
  18943.8        1377.78        3481.94     
  18967.3        1377.92        3481.99     
  18990.8        1378.06        3482.04     
  19014.3        1378.21        3482.09     
  19037.8        1378.35        3482.14     
  19061.3        1378.49        3482.19     
  19084.8        1378.63        3482.24     
  19108.3        1378.78        3482.29     
  19131.8        1378.92        3482.34     
  19155.3        1379.06        3482.39     
  19178.8        1379.21        3482.44     
  19202.3        1379.35        3482.49     
  19225.8        1379.49        3482.55     
  19249.3        1379.64        3482.60     
  19272.8        1379.78        3482.65     
  19296.3        1379.92        3482.70     
  19319.8        1380.07        3482.75     
  19343.4        1380.21        3482.80     
  19366.9        1380.35        3482.85     
  19390.4        1380.50        3482.90     
  19413.9        1380.64        3482.95     
  19437.4        1380.78        3483.00     
  19460.9        1380.93        3483.05     
  19484.4        1381.07        3483.10     
  19507.9        1381.21        3483.15     
  19531.4        1381.36        3483.20     
  19554.9        1381.50        3483.26     
  19578.4        1381.64        3483.31     
  19601.9        1381.79        3483.36     
  19625.4        1381.93        3483.41     
  19648.9        1382.07        3483.46     
  19672.4        1382.22        3483.51     
  19695.9        1382.36        3483.56     
  19719.4        1382.50        3483.61     
  19742.9        1382.65        3483.66     
  19766.4        1382.79        3483.71     
  19789.9        1382.94        3483.76     
  19813.4        1383.08        3483.81     
  19836.9        1383.22        3483.86     
  19860.4        1383.37        3483.91     
  19883.9        1383.51        3483.96     
  19907.4        1383.65        3484.02     
  19930.9        1383.80        3484.07     
  19954.4        1383.94        3484.12     
  19977.9        1384.09        3484.17     
  20001.4        1384.23        3484.22     
  20024.9        1384.37        3484.27     
  20048.4        1384.52        3484.32     
  20071.9        1384.66        3484.37     
  20095.4        1384.81        3484.42     
  20118.9        1384.95        3484.47     
  20142.4        1385.10        3484.52     
  20165.9        1385.24        3484.57     
  20189.4        1385.38        3484.62     
  20212.9        1385.53        3484.67     
  20236.4        1385.67        3484.72     
  20259.9        1385.82        3484.77     
  20283.4        1385.96        3484.82     
  20306.9        1386.11        3484.88     
  20330.4        1386.25        3484.93     
  20353.9        1386.39        3484.98     
  20377.5        1386.54        3485.03     
  20401.0        1386.68        3485.08     
  20424.5        1386.83        3485.13     
  20448.0        1386.97        3485.18     
  20471.5        1387.12        3485.23     
  20495.0        1387.26        3485.28     
  20518.5        1387.41        3485.33     
  20542.0        1387.55        3485.38     
  20565.5        1387.70        3485.43     
  20589.0        1387.84        3485.48     
  20612.5        1387.98        3485.53     
  20636.0        1388.13        3485.58     
  20659.5        1388.27        3485.63     
  20683.0        1388.42        3485.68     
  20706.5        1388.56        3485.73     
  20730.0        1388.71        3485.78     
  20753.5        1388.85        3485.83     
  20777.0        1389.00        3485.88     
  20800.5        1389.14        3485.93     
  20824.0        1389.29        3485.98     
  20847.5        1389.43        3486.04     
  20871.0        1389.58        3486.09     
  20894.5        1389.72        3486.14     
  20918.0        1389.87        3486.19     
  20941.5        1390.01        3486.24     
  20965.0        1390.16        3486.29     
  20988.5        1390.30        3486.34     
  21012.0        1390.45        3486.39     
  21035.5        1390.59        3486.44     
  21059.0        1390.74        3486.49     
  21082.5        1390.88        3486.54     
  21106.0        1391.03        3486.59     
  21129.5        1391.17        3486.64     
  21153.0        1391.32        3486.69     
  21176.5        1391.47        3486.74     
  21200.0        1391.61        3486.79     
  21223.5        1391.76        3486.84     
  21247.0        1391.90        3486.89     
  21270.5        1392.05        3486.94     
  21294.0        1392.19        3486.99     
  21317.5        1392.34        3487.04     
  21341.0        1392.48        3487.09     
  21364.5        1392.63        3487.14     
  21388.0        1392.78        3487.19     
  21411.5        1392.92        3487.24     
  21435.1        1393.07        3487.29     
  21458.6        1393.21        3487.34     
  21482.1        1393.36        3487.16     
  21505.6        1393.50        3487.21     
  21529.1        1393.65        3487.26     
  21552.6        1393.79        3487.31     
  21576.1        1393.94        3487.36     
  21599.6        1394.09        3487.42     
  21623.1        1394.23        3487.47     
  21646.6        1394.38        3487.52     
  21670.1        1394.52        3487.57     
  21693.6        1394.67        3487.62     
  21717.1        1394.82        3487.67     
  21740.6        1394.96        3487.72     
  21764.1        1395.11        3487.77     
  21787.6        1395.25        3487.82     
  21811.1        1395.40        3487.87     
  21834.6        1395.55        3487.92     
  21858.1        1395.69        3487.97     
  21881.6        1395.84        3488.02     
  21905.1        1395.98        3488.07     
  21928.6        1396.13        3488.13     
  21952.1        1396.28        3488.18     
  21975.6        1396.42        3488.23     
  21999.1        1396.57        3488.28     
  22022.6        1396.72        3488.33     
  22046.1        1396.86        3488.38     
  22069.6        1397.01        3488.43     
  22093.1        1397.15        3488.48     
  22116.6        1397.30        3488.53     
  22140.1        1397.45        3488.58     
  22163.6        1397.59        3488.63     
  22187.1        1397.74        3488.68     
  22210.6        1397.89        3488.73     
  22234.1        1398.03        3489.00     
  22257.6        1398.18        3489.05     
  22281.1        1398.33        3489.10     
  22304.6        1398.47        3489.15     
  22328.1        1398.62        3489.20     
  22351.6        1398.77        3489.25     
  22375.1        1398.91        3489.30     
  22398.6        1399.06        3489.35     
  22422.1        1399.21        3489.40     
  22445.6        1399.35        3489.45     
  22469.2        1399.50        3489.50     
  22492.7        1399.65        3489.55     
  22516.2        1399.79        3489.60     
  22539.7        1399.94        3489.65     
  22563.2        1400.09        3489.70     
  22586.7        1400.23        3489.75     
  22610.2        1400.38        3489.80     
  22633.7        1400.53        3489.85     
  22657.2        1400.67        3489.90     
  22680.7        1400.82        3489.95     
  22704.2        1400.97        3490.00     
  22727.7        1401.11        3490.05     
  22751.2        1401.26        3490.10     
  22774.7        1401.41        3490.15     
  22798.2        1401.56        3490.20     
  22821.7        1401.70        3490.25     
  22845.2        1401.85        3490.30     
  22868.7        1402.00        3490.35     
  22892.2        1402.14        3490.40     
  22915.7        1402.29        3490.45     
  22939.2        1402.44        3490.50     
  22962.7        1402.59        3490.55     
  22986.2        1402.73        3490.60     
  23009.7        1402.88        3490.65     
  23033.2        1403.03        3490.70     
  23056.7        1403.18        3490.75     
  23080.2        1403.32        3490.80     
  23103.7        1403.47        3490.84     
  23127.2        1403.62        3490.89     
  23150.7        1403.77        3490.94     
  23174.2        1403.91        3490.99     
  23197.7        1404.06        3491.04     
  23221.2        1404.21        3491.09     
  23244.7        1404.35        3491.14     
  23268.2        1404.50        3491.19     
  23291.7        1404.65        3491.24     
  23315.2        1404.80        3491.29     
  23338.7        1404.95        3491.34     
  23362.2        1405.09        3491.39     
  23385.7        1405.24        3491.44     
  23409.2        1405.39        3491.49     
  23432.7        1405.54        3491.54     
  23456.2        1405.68        3491.59     
