|6.6.6
mars_ma79_2.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           Pl             O              Opx            Cpx            Sp             Gt             Wus            Wad            Ring           ca-pv          Pv            
  28401.0        1464.60                 NaN   57.9728                 NaN   17.9397                 NaN   24.0874                 NaN            NaN            NaN            NaN            NaN
  28501.0        1465.36                 NaN   57.9729                 NaN   17.9335                 NaN   24.0936                 NaN            NaN            NaN            NaN            NaN
  28601.0        1466.12                 NaN   57.9729                 NaN   17.9273                 NaN   24.0999                 NaN            NaN            NaN            NaN            NaN
  28701.0        1466.88                 NaN   57.9729                 NaN   17.9210                 NaN   24.1061                 NaN            NaN            NaN            NaN            NaN
  28801.0        1467.63                 NaN   57.9729                 NaN   17.9148                 NaN   24.1123                 NaN            NaN            NaN            NaN            NaN
  28901.0        1468.39                 NaN   57.9730                 NaN   17.9086                 NaN   24.1185                 NaN            NaN            NaN            NaN            NaN
  29001.0        1469.15                 NaN   57.9730                 NaN   17.9023                 NaN   24.1247                 NaN            NaN            NaN            NaN            NaN
  29101.0        1469.91                 NaN   57.9730                 NaN   17.8961                 NaN   24.1309                 NaN            NaN            NaN            NaN            NaN
  29201.0        1470.67                 NaN   57.9730                 NaN   17.8899                 NaN   24.1371                 NaN            NaN            NaN            NaN            NaN
  29301.0        1471.43                 NaN   57.9731                 NaN   17.8836                 NaN   24.1433                 NaN            NaN            NaN            NaN            NaN
  29401.0        1472.18                 NaN   57.9731                 NaN   17.8774                 NaN   24.1495                 NaN            NaN            NaN            NaN            NaN
  29501.0        1472.94                 NaN   57.9731                 NaN   17.8712                 NaN   24.1557                 NaN            NaN            NaN            NaN            NaN
  29601.0        1473.70                 NaN   57.9731                 NaN   17.8649                 NaN   24.1619                 NaN            NaN            NaN            NaN            NaN
  29701.0        1474.45                 NaN   57.9732                 NaN   17.8587                 NaN   24.1681                 NaN            NaN            NaN            NaN            NaN
  29801.0        1475.21                 NaN   57.9732                 NaN   17.8525                 NaN   24.1743                 NaN            NaN            NaN            NaN            NaN
  29901.0        1475.97                 NaN   57.9732                 NaN   17.8462                 NaN   24.1806                 NaN            NaN            NaN            NaN            NaN
  30001.0        1476.72                 NaN   57.9732                 NaN   17.8400                 NaN   24.1868                 NaN            NaN            NaN            NaN            NaN
  30101.0        1477.48                 NaN   57.9733                 NaN   17.8338                 NaN   24.1930                 NaN            NaN            NaN            NaN            NaN
  30201.0        1478.23                 NaN   57.9733                 NaN   17.8275                 NaN   24.1992                 NaN            NaN            NaN            NaN            NaN
  30301.0        1478.99                 NaN   57.9733                 NaN   17.8213                 NaN   24.2054                 NaN            NaN            NaN            NaN            NaN
  30401.0        1479.74                 NaN   57.9733                 NaN   17.8151                 NaN   24.2116                 NaN            NaN            NaN            NaN            NaN
  30501.0        1480.49                 NaN   57.9733                 NaN   17.8089                 NaN   24.2178                 NaN            NaN            NaN            NaN            NaN
  30601.0        1481.25                 NaN   57.9734                 NaN   17.8026                 NaN   24.2240                 NaN            NaN            NaN            NaN            NaN
  30701.0        1482.00                 NaN   57.9734                 NaN   17.7964                 NaN   24.2302                 NaN            NaN            NaN            NaN            NaN
  30801.0        1482.75                 NaN   57.9734                 NaN   17.7902                 NaN   24.2364                 NaN            NaN            NaN            NaN            NaN
  30901.0        1483.51                 NaN   57.9734                 NaN   17.7839                 NaN   24.2426                 NaN            NaN            NaN            NaN            NaN
  31001.0        1484.26                 NaN   57.9735                 NaN   17.7777                 NaN   24.2488                 NaN            NaN            NaN            NaN            NaN
  31101.0        1485.01                 NaN   57.9735                 NaN   17.7715                 NaN   24.2551                 NaN            NaN            NaN            NaN            NaN
  31201.0        1485.76                 NaN   57.9735                 NaN   17.7652                 NaN   24.2613                 NaN            NaN            NaN            NaN            NaN
  31301.0        1486.52                 NaN   57.9735                 NaN   17.7590                 NaN   24.2675                 NaN            NaN            NaN            NaN            NaN
  31401.0        1487.27                 NaN   57.9735                 NaN   17.7528                 NaN   24.2737                 NaN            NaN            NaN            NaN            NaN
  31501.0        1488.02                 NaN   57.9736                 NaN   17.7466                 NaN   24.2799                 NaN            NaN            NaN            NaN            NaN
  31601.0        1488.77                 NaN   57.9736                 NaN   17.7403                 NaN   24.2861                 NaN            NaN            NaN            NaN            NaN
  31701.0        1489.52                 NaN   57.9736                 NaN   17.7341                 NaN   24.2923                 NaN            NaN            NaN            NaN            NaN
  31801.0        1490.27                 NaN   57.9736                 NaN   17.7279                 NaN   24.2985                 NaN            NaN            NaN            NaN            NaN
  31901.0        1491.02                 NaN   57.9736                 NaN   17.7216                 NaN   24.3047                 NaN            NaN            NaN            NaN            NaN
  32001.0        1491.77                 NaN   57.9737                 NaN   17.7154                 NaN   24.3109                 NaN            NaN            NaN            NaN            NaN
  32101.0        1492.52                 NaN   57.9737                 NaN   17.7098                 NaN   24.3166                 NaN            NaN            NaN            NaN            NaN
  32201.0        1493.27                 NaN   57.9736                 NaN   17.7048                 NaN   24.3216                 NaN            NaN            NaN            NaN            NaN
  32301.0        1494.01                 NaN   57.9736                 NaN   17.6998                 NaN   24.3266                 NaN            NaN            NaN            NaN            NaN
  32401.0        1494.76                 NaN   57.9736                 NaN   17.6947                 NaN   24.3317                 NaN            NaN            NaN            NaN            NaN
  32501.0        1495.51                 NaN   57.9736                 NaN   17.6897                 NaN   24.3367                 NaN            NaN            NaN            NaN            NaN
  32601.0        1496.26                 NaN   57.9735                 NaN   17.6847                 NaN   24.3418                 NaN            NaN            NaN            NaN            NaN
  32701.0        1497.00                 NaN   57.9735                 NaN   17.6797                 NaN   24.3468                 NaN            NaN            NaN            NaN            NaN
  32801.0        1497.75                 NaN   57.9735                 NaN   17.6747                 NaN   24.3518                 NaN            NaN            NaN            NaN            NaN
  32901.0        1498.50                 NaN   57.9735                 NaN   17.6697                 NaN   24.3569                 NaN            NaN            NaN            NaN            NaN
  33001.0        1499.24                 NaN   57.9734                 NaN   17.6647                 NaN   24.3619                 NaN            NaN            NaN            NaN            NaN
  33101.0        1499.99                 NaN   57.9734                 NaN   17.6596                 NaN   24.3669                 NaN            NaN            NaN            NaN            NaN
  33201.0        1500.73                 NaN   57.9734                 NaN   17.6546                 NaN   24.3720                 NaN            NaN            NaN            NaN            NaN
  33301.0        1501.48                 NaN   57.9734                 NaN   17.6496                 NaN   24.3770                 NaN            NaN            NaN            NaN            NaN
  33401.0        1502.22                 NaN   57.9733                 NaN   17.6446                 NaN   24.3821                 NaN            NaN            NaN            NaN            NaN
  33501.0        1502.97                 NaN   57.9733                 NaN   17.6396                 NaN   24.3871                 NaN            NaN            NaN            NaN            NaN
  33601.0        1503.71                 NaN   57.9733                 NaN   17.6346                 NaN   24.3921                 NaN            NaN            NaN            NaN            NaN
  33701.0        1504.46                 NaN   57.9733                 NaN   17.6296                 NaN   24.3972                 NaN            NaN            NaN            NaN            NaN
  33801.0        1505.20                 NaN   57.9732                 NaN   17.6246                 NaN   24.4022                 NaN            NaN            NaN            NaN            NaN
  33901.0        1505.94                 NaN   57.9732                 NaN   17.6196                 NaN   24.4072                 NaN            NaN            NaN            NaN            NaN
  34001.0        1506.69                 NaN   57.9732                 NaN   17.6145                 NaN   24.4123                 NaN            NaN            NaN            NaN            NaN
  34101.0        1507.43                 NaN   57.9732                 NaN   17.6095                 NaN   24.4173                 NaN            NaN            NaN            NaN            NaN
  34201.0        1508.17                 NaN   57.9731                 NaN   17.6045                 NaN   24.4223                 NaN            NaN            NaN            NaN            NaN
  34301.0        1508.91                 NaN   57.9731                 NaN   17.5995                 NaN   24.4274                 NaN            NaN            NaN            NaN            NaN
  34401.0        1509.66                 NaN   57.9731                 NaN   17.5945                 NaN   24.4324                 NaN            NaN            NaN            NaN            NaN
  34501.0        1510.40                 NaN   57.9730                 NaN   17.5895                 NaN   24.4375                 NaN            NaN            NaN            NaN            NaN
  34601.0        1511.14                 NaN   57.9730                 NaN   17.5845                 NaN   24.4425                 NaN            NaN            NaN            NaN            NaN
  34701.0        1511.88                 NaN   57.9730                 NaN   17.5795                 NaN   24.4475                 NaN            NaN            NaN            NaN            NaN
  34801.0        1512.62                 NaN   57.9730                 NaN   17.5745                 NaN   24.4526                 NaN            NaN            NaN            NaN            NaN
  34901.0        1513.36                 NaN   57.9729                 NaN   17.5695                 NaN   24.4576                 NaN            NaN            NaN            NaN            NaN
  35001.0        1514.10                 NaN   57.9729                 NaN   17.5644                 NaN   24.4626                 NaN            NaN            NaN            NaN            NaN
  35101.0        1514.84                 NaN   57.9729                 NaN   17.5594                 NaN   24.4677                 NaN            NaN            NaN            NaN            NaN
  35201.0        1515.58                 NaN   57.9729                 NaN   17.5544                 NaN   24.4727                 NaN            NaN            NaN            NaN            NaN
  35301.0        1516.31                 NaN   57.9728                 NaN   17.5494                 NaN   24.4778                 NaN            NaN            NaN            NaN            NaN
  35401.0        1517.05                 NaN   57.9728                 NaN   17.5444                 NaN   24.4828                 NaN            NaN            NaN            NaN            NaN
  35501.0        1517.79                 NaN   57.9728                 NaN   17.5394                 NaN   24.4878                 NaN            NaN            NaN            NaN            NaN
  35601.0        1518.53                 NaN   57.9727                 NaN   17.5344                 NaN   24.4929                 NaN            NaN            NaN            NaN            NaN
  35701.0        1519.26                 NaN   57.9727                 NaN   17.5294                 NaN   24.4979                 NaN            NaN            NaN            NaN            NaN
  35801.0        1520.00                 NaN   57.9727                 NaN   17.5244                 NaN   24.5029                 NaN            NaN            NaN            NaN            NaN
  35901.0        1520.74                 NaN   57.9727                 NaN   17.5194                 NaN   24.5080                 NaN            NaN            NaN            NaN            NaN
  36001.0        1521.47                 NaN   57.9726                 NaN   17.5144                 NaN   24.5130                 NaN            NaN            NaN            NaN            NaN
  36101.0        1522.21                 NaN   57.9726                 NaN   17.5094                 NaN   24.5180                 NaN            NaN            NaN            NaN            NaN
  36201.0        1522.94                 NaN   57.9726                 NaN   17.5043                 NaN   24.5231                 NaN            NaN            NaN            NaN            NaN
  36301.0        1523.68                 NaN   57.9725                 NaN   17.4993                 NaN   24.5281                 NaN            NaN            NaN            NaN            NaN
  36401.0        1524.41                 NaN   57.9725                 NaN   17.4943                 NaN   24.5332                 NaN            NaN            NaN            NaN            NaN
  36501.0        1525.15                 NaN   57.9725                 NaN   17.4893                 NaN   24.5382                 NaN            NaN            NaN            NaN            NaN
  36601.0        1525.88                 NaN   57.9724                 NaN   17.4843                 NaN   24.5432                 NaN            NaN            NaN            NaN            NaN
  36701.0        1526.62                 NaN   57.9724                 NaN   17.4793                 NaN   24.5483                 NaN            NaN            NaN            NaN            NaN
  36801.0        1527.35                 NaN   57.9724                 NaN   17.4743                 NaN   24.5533                 NaN            NaN            NaN            NaN            NaN
  36901.0        1528.08                 NaN   57.9724                 NaN   17.4693                 NaN   24.5583                 NaN            NaN            NaN            NaN            NaN
  37001.0        1528.82                 NaN   57.9723                 NaN   17.4643                 NaN   24.5634                 NaN            NaN            NaN            NaN            NaN
  37101.0        1529.55                 NaN   57.9723                 NaN   17.4593                 NaN   24.5684                 NaN            NaN            NaN            NaN            NaN
  37201.0        1530.28                 NaN   57.9723                 NaN   17.4543                 NaN   24.5734                 NaN            NaN            NaN            NaN            NaN
  37301.0        1531.01                 NaN   57.9722                 NaN   17.4493                 NaN   24.5785                 NaN            NaN            NaN            NaN            NaN
  37401.0        1531.74                 NaN   57.9722                 NaN   17.4443                 NaN   24.5835                 NaN            NaN            NaN            NaN            NaN
  37501.0        1532.47                 NaN   57.9722                 NaN   17.4393                 NaN   24.5886                 NaN            NaN            NaN            NaN            NaN
  37601.0        1533.20                 NaN   57.9721                 NaN   17.4343                 NaN   24.5936                 NaN            NaN            NaN            NaN            NaN
  37701.0        1533.93                 NaN   57.9721                 NaN   17.4293                 NaN   24.5986                 NaN            NaN            NaN            NaN            NaN
  37801.0        1534.66                 NaN   57.9721                 NaN   17.4243                 NaN   24.6037                 NaN            NaN            NaN            NaN            NaN
  37901.0        1535.39                 NaN   57.9720                 NaN   17.4193                 NaN   24.6087                 NaN            NaN            NaN            NaN            NaN
  38001.0        1536.12                 NaN   57.9720                 NaN   17.4142                 NaN   24.6137                 NaN            NaN            NaN            NaN            NaN
  38101.0        1536.85                 NaN   57.9720                 NaN   17.4092                 NaN   24.6188                 NaN            NaN            NaN            NaN            NaN
  38201.0        1537.58                 NaN   57.9719                 NaN   17.4042                 NaN   24.6238                 NaN            NaN            NaN            NaN            NaN
  38301.0        1538.31                 NaN   57.9719                 NaN   17.3992                 NaN   24.6288                 NaN            NaN            NaN            NaN            NaN
  38401.0        1539.03                 NaN   57.9719                 NaN   17.3942                 NaN   24.6339                 NaN            NaN            NaN            NaN            NaN
  38501.0        1539.76                 NaN   57.9697                 NaN   17.4632                 NaN   24.5671                 NaN            NaN            NaN            NaN            NaN
  38601.0        1540.49                 NaN   57.9697                 NaN   17.4581                 NaN   24.5722                 NaN            NaN            NaN            NaN            NaN
  38701.0        1541.21                 NaN   57.9696                 NaN   17.4531                 NaN   24.5772                 NaN            NaN            NaN            NaN            NaN
  38801.0        1541.94                 NaN   57.9696                 NaN   17.4481                 NaN   24.5823                 NaN            NaN            NaN            NaN            NaN
  38901.0        1542.67                 NaN   57.9717                 NaN   17.3716                 NaN   24.6567                 NaN            NaN            NaN            NaN            NaN
  39001.0        1543.39                 NaN   57.9716                 NaN   17.3672                 NaN   24.6612                 NaN            NaN            NaN            NaN            NaN
  39101.0        1544.12                 NaN   57.9716                 NaN   17.3627                 NaN   24.6657                 NaN            NaN            NaN            NaN            NaN
  39201.0        1544.84                 NaN   57.9715                 NaN   17.3582                 NaN   24.6702                 NaN            NaN            NaN            NaN            NaN
  39301.0        1545.57                 NaN   57.9715                 NaN   17.3538                 NaN   24.6747                 NaN            NaN            NaN            NaN            NaN
  39401.0        1546.29                 NaN   57.9714                 NaN   17.3493                 NaN   24.6792                 NaN            NaN            NaN            NaN            NaN
  39501.0        1547.01                 NaN   57.9714                 NaN   17.3449                 NaN   24.6837                 NaN            NaN            NaN            NaN            NaN
  39601.0        1547.74                 NaN   57.9713                 NaN   17.3404                 NaN   24.6882                 NaN            NaN            NaN            NaN            NaN
  39701.0        1548.46                 NaN   57.9713                 NaN   17.3360                 NaN   24.6927                 NaN            NaN            NaN            NaN            NaN
  39801.0        1549.18                 NaN   57.9712                 NaN   17.3315                 NaN   24.6972                 NaN            NaN            NaN            NaN            NaN
  39901.0        1549.90                 NaN   57.9712                 NaN   17.3271                 NaN   24.7017                 NaN            NaN            NaN            NaN            NaN
  40001.0        1550.63                 NaN   57.9712                 NaN   17.3226                 NaN   24.7062                 NaN            NaN            NaN            NaN            NaN
  40101.0        1551.35                 NaN   57.9711                 NaN   17.3182                 NaN   24.7107                 NaN            NaN            NaN            NaN            NaN
  40201.0        1552.07                 NaN   57.9711                 NaN   17.3137                 NaN   24.7152                 NaN            NaN            NaN            NaN            NaN
  40301.0        1552.79                 NaN   57.9710                 NaN   17.3092                 NaN   24.7197                 NaN            NaN            NaN            NaN            NaN
  40401.0        1553.51                 NaN   57.9710                 NaN   17.3048                 NaN   24.7242                 NaN            NaN            NaN            NaN            NaN
  40501.0        1554.23                 NaN   57.9709                 NaN   17.3003                 NaN   24.7288                 NaN            NaN            NaN            NaN            NaN
  40601.0        1554.95                 NaN   57.9709                 NaN   17.2959                 NaN   24.7333                 NaN            NaN            NaN            NaN            NaN
  40701.0        1555.67                 NaN   57.9708                 NaN   17.2914                 NaN   24.7378                 NaN            NaN            NaN            NaN            NaN
  40801.0        1556.39                 NaN   57.9708                 NaN   17.2870                 NaN   24.7423                 NaN            NaN            NaN            NaN            NaN
  40901.0        1557.10                 NaN   57.9707                 NaN   17.2825                 NaN   24.7468                 NaN            NaN            NaN            NaN            NaN
  41001.0        1557.82                 NaN   57.9707                 NaN   17.2781                 NaN   24.7513                 NaN            NaN            NaN            NaN            NaN
  41101.0        1558.54                 NaN   57.9706                 NaN   17.2736                 NaN   24.7558                 NaN            NaN            NaN            NaN            NaN
  41201.0        1559.26                 NaN   57.9706                 NaN   17.2692                 NaN   24.7603                 NaN            NaN            NaN            NaN            NaN
  41301.0        1559.97                 NaN   57.9701                 NaN   17.2829                 NaN   24.7470                 NaN            NaN            NaN            NaN            NaN
  41401.0        1560.69                 NaN   57.9701                 NaN   17.2783                 NaN   24.7517                 NaN            NaN            NaN            NaN            NaN
  41501.0        1561.41                 NaN   57.9700                 NaN   17.2736                 NaN   24.7563                 NaN            NaN            NaN            NaN            NaN
  41601.0        1562.12                 NaN   57.9700                 NaN   17.2690                 NaN   24.7610                 NaN            NaN            NaN            NaN            NaN
  41701.0        1562.84                 NaN   57.9699                 NaN   17.2644                 NaN   24.7657                 NaN            NaN            NaN            NaN            NaN
  41801.0        1563.55                 NaN   57.9699                 NaN   17.2597                 NaN   24.7704                 NaN            NaN            NaN            NaN            NaN
  41901.0        1564.27                 NaN   57.9698                 NaN   17.2551                 NaN   24.7751                 NaN            NaN            NaN            NaN            NaN
  42001.0        1564.98                 NaN   57.9698                 NaN   17.2505                 NaN   24.7797                 NaN            NaN            NaN            NaN            NaN
  42101.0        1565.69                 NaN   57.9698                 NaN   17.2458                 NaN   24.7844                 NaN            NaN            NaN            NaN            NaN
  42201.0        1566.41                 NaN   57.9697                 NaN   17.2412                 NaN   24.7891                 NaN            NaN            NaN            NaN            NaN
  42301.0        1567.12                 NaN   57.9697                 NaN   17.2366                 NaN   24.7938                 NaN            NaN            NaN            NaN            NaN
  42401.0        1567.83                 NaN   57.9696                 NaN   17.2319                 NaN   24.7984                 NaN            NaN            NaN            NaN            NaN
  42501.0        1568.55                 NaN   57.9696                 NaN   17.2273                 NaN   24.8031                 NaN            NaN            NaN            NaN            NaN
  42601.0        1569.26                 NaN   57.9695                 NaN   17.2227                 NaN   24.8078                 NaN            NaN            NaN            NaN            NaN
  42701.0        1569.97                 NaN   57.9695                 NaN   17.2180                 NaN   24.8125                 NaN            NaN            NaN            NaN            NaN
  42801.0        1570.68                 NaN   57.9694                 NaN   17.2134                 NaN   24.8172                 NaN            NaN            NaN            NaN            NaN
  42901.0        1571.39                 NaN   57.9694                 NaN   17.2088                 NaN   24.8218                 NaN            NaN            NaN            NaN            NaN
  43001.0        1572.10                 NaN   57.9693                 NaN   17.2041                 NaN   24.8265                 NaN            NaN            NaN            NaN            NaN
  43101.0        1572.81                 NaN   57.9693                 NaN   17.1995                 NaN   24.8312                 NaN            NaN            NaN            NaN            NaN
  43201.0        1573.52                 NaN   57.9692                 NaN   17.1949                 NaN   24.8359                 NaN            NaN            NaN            NaN            NaN
  43301.0        1574.23                 NaN   57.9692                 NaN   17.1902                 NaN   24.8406                 NaN            NaN            NaN            NaN            NaN
  43401.0        1574.94                 NaN   57.9692                 NaN   17.1856                 NaN   24.8452                 NaN            NaN            NaN            NaN            NaN
  43501.0        1575.65                 NaN   57.9691                 NaN   17.1810                 NaN   24.8499                 NaN            NaN            NaN            NaN            NaN
  43601.0        1576.35                 NaN   57.9691                 NaN   17.1764                 NaN   24.8546                 NaN            NaN            NaN            NaN            NaN
  43701.0        1577.06                 NaN   57.9690                 NaN   17.1717                 NaN   24.8593                 NaN            NaN            NaN            NaN            NaN
  43801.0        1577.77                 NaN   57.9690                 NaN   17.1671                 NaN   24.8640                 NaN            NaN            NaN            NaN            NaN
  43901.0        1578.48                 NaN   57.9689                 NaN   17.1625                 NaN   24.8686                 NaN            NaN            NaN            NaN            NaN
  44001.0        1579.18                 NaN   57.9689                 NaN   17.1578                 NaN   24.8733                 NaN            NaN            NaN            NaN            NaN
  44101.0        1579.89                 NaN   57.9688                 NaN   17.1532                 NaN   24.8780                 NaN            NaN            NaN            NaN            NaN
  44201.0        1580.59                 NaN   57.9688                 NaN   17.1486                 NaN   24.8827                 NaN            NaN            NaN            NaN            NaN
  44301.0        1581.30                 NaN   57.9687                 NaN   17.1439                 NaN   24.8873                 NaN            NaN            NaN            NaN            NaN
  44401.0        1582.00                 NaN   57.9687                 NaN   17.1393                 NaN   24.8920                 NaN            NaN            NaN            NaN            NaN
  44501.0        1582.71                 NaN   57.9690                 NaN   17.1341                 NaN   24.8969                 NaN            NaN            NaN            NaN            NaN
  44601.0        1583.41                 NaN   57.9689                 NaN   17.1295                 NaN   24.9016                 NaN            NaN            NaN            NaN            NaN
  44701.0        1584.12                 NaN   57.9689                 NaN   17.1249                 NaN   24.9063                 NaN            NaN            NaN            NaN            NaN
  44801.0        1584.82                 NaN   57.9688                 NaN   17.1202                 NaN   24.9109                 NaN            NaN            NaN            NaN            NaN
  44901.0        1585.52                 NaN   57.9688                 NaN   17.1156                 NaN   24.9156                 NaN            NaN            NaN            NaN            NaN
  45001.0        1586.22                 NaN   57.9687                 NaN   17.1110                 NaN   24.9203                 NaN            NaN            NaN            NaN            NaN
  45101.0        1586.93                 NaN   57.9687                 NaN   17.1063                 NaN   24.9250                 NaN            NaN            NaN            NaN            NaN
  45201.0        1587.63                 NaN   57.9686                 NaN   17.1017                 NaN   24.9297                 NaN            NaN            NaN            NaN            NaN
  45301.0        1588.33                 NaN   57.9685                 NaN   17.0859                 NaN   24.9455                 NaN            NaN            NaN            NaN            NaN
  45401.0        1589.03                 NaN   57.9685                 NaN   17.0814                 NaN   24.9501                 NaN            NaN            NaN            NaN            NaN
  45501.0        1589.73                 NaN   57.9684                 NaN   17.0769                 NaN   24.9547                 NaN            NaN            NaN            NaN            NaN
  45601.0        1590.43                 NaN   57.9684                 NaN   17.0723                 NaN   24.9593                 NaN            NaN            NaN            NaN            NaN
  45701.0        1591.13                 NaN   57.9683                 NaN   17.0678                 NaN   24.9639                 NaN            NaN            NaN            NaN            NaN
  45801.0        1591.83                 NaN   57.9686                 NaN   17.0596                 NaN   24.9718                 NaN            NaN            NaN            NaN            NaN
  45901.0        1592.53                 NaN   57.9685                 NaN   17.0551                 NaN   24.9764                 NaN            NaN            NaN            NaN            NaN
  46001.0        1593.23                 NaN   57.9681                 NaN   17.0555                 NaN   24.9764                 NaN            NaN            NaN            NaN            NaN
  46101.0        1593.92                 NaN   57.9684                 NaN   17.0461                 NaN   24.9855                 NaN            NaN            NaN            NaN            NaN
  46201.0        1594.62                 NaN   57.9684                 NaN   17.0416                 NaN   24.9901                 NaN            NaN            NaN            NaN            NaN
  46301.0        1595.32                 NaN   57.9683                 NaN   17.0371                 NaN   24.9946                 NaN            NaN            NaN            NaN            NaN
  46401.0        1596.01                 NaN   57.9683                 NaN   17.0325                 NaN   24.9992                 NaN            NaN            NaN            NaN            NaN
  46501.0        1596.71                 NaN   57.9679                 NaN   17.0328                 NaN   24.9993                 NaN            NaN            NaN            NaN            NaN
  46601.0        1597.41                 NaN   57.9678                 NaN   17.0283                 NaN   25.0039                 NaN            NaN            NaN            NaN            NaN
  46701.0        1598.10                 NaN   57.9678                 NaN   17.0237                 NaN   25.0085                 NaN            NaN            NaN            NaN            NaN
  46801.0        1598.80                 NaN   57.9677                 NaN   17.0192                 NaN   25.0131                 NaN            NaN            NaN            NaN            NaN
  46901.0        1599.49                 NaN   57.9680                 NaN   17.0100                 NaN   25.0220                 NaN            NaN            NaN            NaN            NaN
  47001.0        1600.19                 NaN   57.9680                 NaN   17.0055                 NaN   25.0266                 NaN            NaN            NaN            NaN            NaN
  47101.0        1600.88                 NaN   57.9679                 NaN   17.0010                 NaN   25.0311                 NaN            NaN            NaN            NaN            NaN
  47201.0        1601.57                 NaN   57.9679                 NaN   16.9965                 NaN   25.0357                 NaN            NaN            NaN            NaN            NaN
  47301.0        1602.27                 NaN   57.9678                 NaN   16.9919                 NaN   25.0402                 NaN            NaN            NaN            NaN            NaN
  47401.0        1602.96                 NaN   57.9678                 NaN   16.9874                 NaN   25.0448                 NaN            NaN            NaN            NaN            NaN
  47501.0        1603.65                 NaN   57.9677                 NaN   16.9829                 NaN   25.0494                 NaN            NaN            NaN            NaN            NaN
  47601.0        1604.34                 NaN   57.9673                 NaN   16.9828                 NaN   25.0498                 NaN            NaN            NaN            NaN            NaN
  47701.0        1605.03                 NaN   57.9676                 NaN   16.9739                 NaN   25.0585                 NaN            NaN            NaN            NaN            NaN
  47801.0        1605.72                 NaN   57.9676                 NaN   16.9694                 NaN   25.0630                 NaN            NaN            NaN            NaN            NaN
  47901.0        1606.41                 NaN   57.9675                 NaN   16.9649                 NaN   25.0676                 NaN            NaN            NaN            NaN            NaN
  48001.0        1607.10                 NaN   57.9675                 NaN   16.9604                 NaN   25.0722                 NaN            NaN            NaN            NaN            NaN
  48101.0        1607.79                 NaN   57.9674                 NaN   16.9559                 NaN   25.0767                 NaN            NaN            NaN            NaN            NaN
  48201.0        1608.48                 NaN   57.9674                 NaN   16.9513                 NaN   25.0813                 NaN            NaN            NaN            NaN            NaN
  48301.0        1609.17                 NaN   57.9673                 NaN   16.9468                 NaN   25.0858                 NaN            NaN            NaN            NaN            NaN
  48401.0        1609.86                 NaN   57.9673                 NaN   16.9423                 NaN   25.0904                 NaN            NaN            NaN            NaN            NaN
  48501.0        1610.55                 NaN   57.9667                 NaN   16.9445                 NaN   25.0888                 NaN            NaN            NaN            NaN            NaN
  48601.0        1611.24                 NaN   57.9667                 NaN   16.9401                 NaN   25.0933                 NaN            NaN            NaN            NaN            NaN
  48701.0        1611.92                 NaN   57.9670                 NaN   16.9302                 NaN   25.1028                 NaN            NaN            NaN            NaN            NaN
  48801.0        1612.61                 NaN   57.9669                 NaN   16.9259                 NaN   25.1071                 NaN            NaN            NaN            NaN            NaN
  48901.0        1613.30                 NaN   57.9669                 NaN   16.9217                 NaN   25.1115                 NaN            NaN            NaN            NaN            NaN
  49001.0        1613.98                 NaN   57.9668                 NaN   16.9174                 NaN   25.1158                 NaN            NaN            NaN            NaN            NaN
  49101.0        1614.67                 NaN   57.9667                 NaN   16.9131                 NaN   25.1202                 NaN            NaN            NaN            NaN            NaN
  49201.0        1615.35                 NaN   57.9667                 NaN   16.9088                 NaN   25.1245                 NaN            NaN            NaN            NaN            NaN
  49301.0        1616.04                 NaN   57.9663                 NaN   16.9090                 NaN   25.1248                 NaN            NaN            NaN            NaN            NaN
  49401.0        1616.72                 NaN   57.9662                 NaN   16.9045                 NaN   25.1293                 NaN            NaN            NaN            NaN            NaN
  49501.0        1617.40                 NaN   57.9661                 NaN   16.9001                 NaN   25.1338                 NaN            NaN            NaN            NaN            NaN
  49601.0        1618.09                 NaN   57.9661                 NaN   16.8956                 NaN   25.1383                 NaN            NaN            NaN            NaN            NaN
  49701.0        1618.77                 NaN   57.9660                 NaN   16.8912                 NaN   25.1428                 NaN            NaN            NaN            NaN            NaN
  49801.0        1619.45                 NaN   57.9662                 NaN   16.8831                 NaN   25.1506                 NaN            NaN            NaN            NaN            NaN
  49901.0        1620.13                 NaN   57.9662                 NaN   16.8789                 NaN   25.1550                 NaN            NaN            NaN            NaN            NaN
  50001.0        1620.82                 NaN   57.9661                 NaN   16.8746                 NaN   25.1593                 NaN            NaN            NaN            NaN            NaN
  50101.0        1621.50                 NaN   57.9658                 NaN   16.8734                 NaN   25.1608                 NaN            NaN            NaN            NaN            NaN
  50201.0        1622.18                 NaN   57.9657                 NaN   16.8690                 NaN   25.1653                 NaN            NaN            NaN            NaN            NaN
  50301.0        1622.86                 NaN   57.9657                 NaN   16.8646                 NaN   25.1698                 NaN            NaN            NaN            NaN            NaN
  50401.0        1623.54                 NaN   57.9656                 NaN   16.8601                 NaN   25.1743                 NaN            NaN            NaN            NaN            NaN
  50501.0        1624.22                 NaN   57.9655                 NaN   16.8557                 NaN   25.1788                 NaN            NaN            NaN            NaN            NaN
  50601.0        1624.89                 NaN   57.9655                 NaN   16.8512                 NaN   25.1833                 NaN            NaN            NaN            NaN            NaN
