|6.6.6
mars1_2.tab                                                                                         
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           3
P(bar)         T(K)           rho,kg/m3     
  8001.00        1314.99        3376.57     
  8011.00        1315.04        3376.64     
  8021.00        1315.09        3376.71     
  8031.00        1315.15        3376.78     
  8041.00        1315.20        3376.85     
  8051.00        1315.25        3376.92     
  8061.00        1315.31        3376.99     
  8071.00        1315.36        3377.06     
  8081.00        1315.42        3377.13     
  8091.00        1315.47        3377.20     
  8101.00        1315.52        3377.27     
  8111.00        1315.58        3377.34     
  8121.00        1315.63        3377.41     
  8131.00        1315.68        3377.48     
  8141.00        1315.74        3377.55     
  8151.00        1315.79        3377.62     
  8161.00        1315.84        3377.69     
  8171.00        1315.90        3377.76     
  8181.00        1315.95        3377.83     
  8191.00        1316.01        3377.90     
  8201.00        1316.06        3377.97     
  8211.00        1316.11        3378.04     
  8221.00        1316.17        3378.11     
  8231.00        1316.22        3377.09     
  8241.00        1316.27        3377.16     
  8251.00        1316.33        3377.23     
  8261.00        1316.38        3377.30     
  8271.00        1316.43        3377.37     
  8281.00        1316.49        3377.36     
  8291.00        1316.54        3377.43     
  8301.00        1316.60        3377.50     
  8311.00        1316.65        3377.57     
  8321.00        1316.70        3377.64     
  8331.00        1316.76        3377.71     
  8341.00        1316.81        3377.78     
  8351.00        1316.86        3377.85     
  8361.00        1316.92        3377.92     
  8371.00        1316.97        3377.99     
  8381.00        1317.03        3378.07     
  8391.00        1317.08        3378.14     
  8401.00        1317.13        3378.21     
  8411.00        1317.19        3378.28     
  8421.00        1317.24        3378.35     
  8431.00        1317.30        3378.42     
  8441.00        1317.35        3378.49     
  8451.00        1317.40        3378.56     
  8461.00        1317.46        3378.63     
  8471.00        1317.51        3378.70     
  8481.00        1317.56        3378.77     
  8491.00        1317.62        3378.84     
  8501.00        1317.67        3378.91     
  8511.00        1317.73        3378.98     
  8521.00        1317.78        3379.05     
  8531.00        1317.83        3379.12     
  8541.00        1317.89        3379.19     
  8551.00        1317.94        3379.26     
  8561.00        1318.00        3380.48     
  8571.00        1318.05        3380.55     
  8581.00        1318.10        3380.62     
  8591.00        1318.16        3380.69     
  8601.00        1318.21        3380.76     
  8611.00        1318.27        3380.83     
  8621.00        1318.32        3380.90     
  8631.00        1318.37        3380.97     
  8641.00        1318.43        3381.04     
  8651.00        1318.48        3380.22     
  8661.00        1318.54        3380.30     
  8671.00        1318.59        3380.37     
  8681.00        1318.64        3380.45     
  8691.00        1318.70        3380.52     
  8701.00        1318.75        3380.60     
  8711.00        1318.81        3380.67     
  8721.00        1318.86        3380.75     
  8731.00        1318.91        3380.82     
  8741.00        1318.97        3380.90     
  8751.00        1319.02        3380.97     
  8761.00        1319.08        3381.05     
  8771.00        1319.13        3381.12     
  8781.00        1319.18        3381.20     
  8791.00        1319.24        3381.27     
  8801.00        1319.29        3381.35     
  8811.00        1319.35        3381.42     
  8821.00        1319.40        3381.50     
  8831.00        1319.46        3381.57     
  8841.00        1319.51        3381.65     
  8851.00        1319.56        3381.73     
  8861.00        1319.62        3381.80     
  8871.00        1319.67        3381.88     
  8881.00        1319.73        3381.95     
  8891.00        1319.78        3382.03     
  8901.00        1319.84        3382.10     
  8911.00        1319.89        3382.18     
  8921.00        1319.94        3382.25     
  8931.00        1320.00        3382.33     
  8941.00        1320.05        3382.40     
  8951.00        1320.11        3382.48     
  8961.00        1320.16        3382.55     
  8971.00        1320.21        3382.63     
  8981.00        1320.27        3382.70     
  8991.00        1320.32        3382.78     
  9001.00        1320.38        3382.85     
  9011.00        1320.43        3382.93     
  9021.00        1320.49        3383.00     
  9031.00        1320.54        3383.08     
  9041.00        1320.59        3383.15     
  9051.00        1320.65        3383.23     
  9061.00        1320.70        3383.30     
  9071.00        1320.76        3383.38     
  9081.00        1320.81        3383.45     
  9091.00        1320.87        3383.53     
  9101.00        1320.92        3383.60     
  9111.00        1320.98        3383.68     
  9121.00        1321.03        3383.75     
  9131.00        1321.08        3383.83     
  9141.00        1321.14        3383.90     
  9151.00        1321.19        3383.98     
  9161.00        1321.25        3384.05     
  9171.00        1321.30        3384.13     
  9181.00        1321.36        3384.20     
  9191.00        1321.41        3384.28     
  9201.00        1321.47        3384.36     
  9211.00        1321.52        3384.43     
  9221.00        1321.57        3384.51     
  9231.00        1321.63        3384.58     
  9241.00        1321.68        3384.66     
  9251.00        1321.74        3384.73     
  9261.00        1321.79        3384.81     
  9271.00        1321.85        3384.88     
  9281.00        1321.90        3384.96     
  9291.00        1321.96        3385.03     
  9301.00        1322.01        3385.11     
  9311.00        1322.06        3385.18     
  9321.00        1322.12        3385.26     
  9331.00        1322.17        3385.33     
  9341.00        1322.23        3385.41     
  9351.00        1322.28        3385.48     
  9361.00        1322.34        3385.56     
  9371.00        1322.39        3385.63     
  9381.00        1322.45        3385.71     
  9391.00        1322.50        3385.78     
  9401.00        1322.56        3385.86     
  9411.00        1322.61        3385.93     
  9421.00        1322.67        3386.47     
  9431.00        1322.72        3386.54     
  9441.00        1322.77        3386.61     
  9451.00        1322.83        3386.68     
  9461.00        1322.88        3386.75     
  9471.00        1322.94        3386.82     
  9481.00        1322.99        3386.89     
  9491.00        1323.05        3386.96     
  9501.00        1323.10        3387.03     
  9511.00        1323.16        3387.10     
  9521.00        1323.21        3387.17     
  9531.00        1323.27        3387.24     
  9541.00        1323.32        3387.31     
  9551.00        1323.38        3387.38     
  9561.00        1323.43        3387.44     
  9571.00        1323.49        3387.51     
  9581.00        1323.54        3387.58     
  9591.00        1323.59        3387.65     
  9601.00        1323.65        3387.72     
  9611.00        1323.70        3387.79     
  9621.00        1323.76        3387.86     
  9631.00        1323.81        3387.93     
  9641.00        1323.87        3388.00     
  9651.00        1323.92        3388.07     
  9661.00        1323.98        3388.14     
  9671.00        1324.03        3388.21     
  9681.00        1324.09        3388.28     
  9691.00        1324.14        3388.35     
  9701.00        1324.20        3388.42     
  9711.00        1324.25        3388.49     
  9721.00        1324.31        3388.56     
  9731.00        1324.36        3388.62     
  9741.00        1324.42        3388.69     
  9751.00        1324.47        3388.76     
  9761.00        1324.53        3388.83     
  9771.00        1324.58        3388.90     
  9781.00        1324.64        3388.97     
  9791.00        1324.69        3389.04     
  9801.00        1324.75        3389.11     
  9811.00        1324.80        3389.18     
  9821.00        1324.86        3389.25     
  9831.00        1324.91        3389.32     
  9841.00        1324.97        3389.39     
  9851.00        1325.02        3389.46     
  9861.00        1325.08        3389.53     
  9871.00        1325.13        3389.60     
  9881.00        1325.19        3389.66     
  9891.00        1325.24        3389.73     
  9901.00        1325.30        3389.80     
  9911.00        1325.35        3389.87     
  9921.00        1325.41        3389.94     
  9931.00        1325.46        3390.01     
  9941.00        1325.52        3390.08     
  9951.00        1325.57        3390.15     
  9961.00        1325.63        3390.22     
  9971.00        1325.68        3390.29     
  9981.00        1325.74        3390.36     
