|6.6.6
mars_ma79_ath_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  21801.0        1341.70        3487.24        7.93077        4.39658     
  21901.0        1344.16        3487.34        7.93098        4.39642     
  22001.0        1346.60        3487.29        7.93038        4.39573     
  22101.0        1349.02        3487.47        7.93085        4.39560     
  22201.0        1351.44        3487.44        7.93035        4.39496     
  22301.0        1353.83        3487.41        7.92986        4.39433     
  22401.0        1356.22        3487.38        7.92938        4.39370     
  22501.0        1358.59        3487.36        7.92890        4.39308     
  22601.0        1360.94        3487.65        7.92977        4.39313     
  22701.0        1363.29        3487.66        7.92942        4.39257     
  22801.0        1365.61        3487.66        7.92904        4.39201     
  22901.0        1367.93        3487.65        7.92865        4.39143     
  23001.0        1370.23        3487.65        7.92826        4.39085     
  23101.0        1372.51        3487.64        7.92787        4.39029     
  23201.0        1374.78        3487.64        7.92750        4.38973     
  23301.0        1377.04        3487.64        7.92714        4.38917     
  23401.0        1379.29        3487.65        7.92678        4.38862     
  23501.0        1381.52        3487.65        7.92644        4.38808     
  23601.0        1383.74        3487.66        7.92610        4.38754     
  23701.0        1385.94        3486.65        7.92168        4.38513     
  23801.0        1388.13        3486.64        7.92126        4.38455     
  23901.0        1390.31        3486.65        7.92092        4.38401     
  24001.0        1392.48        3486.68        7.92070        4.38354     
  24101.0        1394.63        3486.72        7.92049        4.38307     
  24201.0        1396.77        3487.85        7.92467        4.38471     
  24301.0        1398.89        3487.87        7.92439        4.38422     
  24401.0        1401.01        3487.89        7.92413        4.38372     
  24501.0        1403.11        3487.92        7.92387        4.38324     
  24601.0        1405.20        3487.94        7.92360        4.38275     
  24701.0        1407.27        3487.97        7.92336        4.38227     
  24801.0        1409.33        3488.00        7.92313        4.38180     
  24901.0        1411.38        3488.03        7.92290        4.38134     
  25001.0        1413.42        3486.73        7.91720        4.37815     
  25101.0        1415.44        3486.75        7.91693        4.37766     
  25201.0        1417.46        3486.77        7.91666        4.37718     
  25301.0        1419.46        3488.28        7.92246        4.37969     
  25401.0        1421.45        3487.76        7.91988        4.37804     
  25501.0        1423.42        3487.79        7.91967        4.37759     
  25601.0        1425.38        3487.83        7.91947        4.37714     
  25701.0        1427.34        3487.92        7.91945        4.37677     
  25801.0        1429.28        3487.96        7.91926        4.37633     
  25901.0        1431.20        3488.00        7.91908        4.37590     
  26001.0        1433.12        3488.05        7.91890        4.37547     
  26101.0        1435.02        3488.09        7.91873        4.37505     
  26201.0        1436.92        3488.14        7.91857        4.37463     
  26301.0        1438.80        3488.19        7.91841        4.37422     
  26401.0        1440.67        3488.24        7.91826        4.37381     
  26501.0        1442.52        3487.22        7.91388        4.37136     
  26601.0        1444.37        3487.30        7.91384        4.37101     
  26701.0        1446.20        3487.38        7.91381        4.37066     
  26801.0        1448.03        3487.46        7.91379        4.37032     
  26901.0        1449.84        3487.29        7.91275        4.36947     
  27001.0        1451.64        3487.64        7.91384        4.36969     
  27101.0        1453.43        3487.73        7.91385        4.36937     
  27201.0        1455.21        3489.22        7.91960        4.37186     
