|6.6.6
mars_t13_atm_1.tab                                                                                  
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  36501.0        1359.89        3499.41        7.78519        4.30103     
  36601.0        1361.46        3499.53        7.78535        4.30076     
  36701.0        1363.02        3499.66        7.78552        4.30049     
  36801.0        1364.57        3499.79        7.78569        4.30022     
  36901.0        1366.12        3499.92        7.78586        4.29995     
  37001.0        1367.67        3500.04        7.78604        4.29969     
  37101.0        1369.21        3500.17        7.78622        4.29942     
  37201.0        1370.74        3500.30        7.78640        4.29916     
  37301.0        1372.27        3500.43        7.78659        4.29890     
  37401.0        1373.79        3500.56        7.78678        4.29865     
  37501.0        1375.31        3500.70        7.78697        4.29839     
  37601.0        1376.83        3500.83        7.78716        4.29814     
  37701.0        1378.33        3500.96        7.78736        4.29789     
  37801.0        1379.84        3501.09        7.78756        4.29764     
  37901.0        1381.33        3501.23        7.78777        4.29739     
  38001.0        1382.83        3501.36        7.78798        4.29714     
  38101.0        1384.31        3501.50        7.78819        4.29690     
  38201.0        1385.80        3501.63        7.78840        4.29666     
  38301.0        1387.27        3501.77        7.78862        4.29642     
  38401.0        1388.75        3501.90        7.78884        4.29618     
  38501.0        1390.21        3500.54        7.78133        4.29309     
  38601.0        1391.68        3502.05        7.78861        4.29547     
  38701.0        1393.13        3502.30        7.78943        4.29545     
  38801.0        1394.59        3502.41        7.78949        4.29516     
  38901.0        1396.03        3502.34        7.78914        4.29470     
  39001.0        1397.48        3502.72        7.79014        4.29476     
  39101.0        1398.91        3502.86        7.79036        4.29453     
  39201.0        1400.35        3503.00        7.79058        4.29430     
  39301.0        1401.77        3503.13        7.79081        4.29407     
  39401.0        1403.20        3503.27        7.79104        4.29384     
  39501.0        1404.61        3503.41        7.79128        4.29362     
  39601.0        1406.03        3503.55        7.79152        4.29340     
  39701.0        1407.43        3503.69        7.79175        4.29317     
  39801.0        1408.84        3503.83        7.79199        4.29296     
  39901.0        1410.23        3503.97        7.79223        4.29274     
  40001.0        1411.63        3504.12        7.79250        4.29253     
  40101.0        1413.01        3504.26        7.79275        4.29232     
  40201.0        1414.40        3504.40        7.79300        4.29210     
  40301.0        1415.78        3504.55        7.79326        4.29189     
  40401.0        1417.15        3504.69        7.79352        4.29169     
  40501.0        1418.52        3504.83        7.79376        4.29147     
  40601.0        1419.88        3504.98        7.79405        4.29128     
  40701.0        1421.24        3505.13        7.79432        4.29107     
  40801.0        1422.60        3505.27        7.79459        4.29087     
