|6.6.6
mars_ma79_atl_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  25201.0        952.255        3543.66        8.16813        4.55379     
  25301.0        954.322        3543.70        8.16792        4.55330     
  25401.0        956.384        3543.74        8.16772        4.55282     
  25501.0        958.442        3543.78        8.16752        4.55234     
  25601.0        960.496        3543.82        8.16732        4.55186     
  25701.0        962.545        3543.87        8.16715        4.55142     
  25801.0        964.591        3543.92        8.16700        4.55102     
  25901.0        966.633        3543.96        8.16675        4.55046     
  26001.0        968.670        3544.00        8.16657        4.55000     
  26101.0        970.703        3544.05        8.16638        4.54953     
  26201.0        972.733        3544.09        8.16620        4.54907     
  26301.0        974.758        3544.14        8.16602        4.54862     
  26401.0        976.779        3544.18        8.16584        4.54816     
  26501.0        978.796        3544.23        8.16566        4.54770     
  26601.0        980.809        3544.28        8.16549        4.54725     
  26701.0        982.818        3544.33        8.16532        4.54679     
  26801.0        984.822        3544.37        8.16515        4.54634     
  26901.0        986.823        3544.42        8.16498        4.54589     
  27001.0        988.820        3544.47        8.16481        4.54544     
  27101.0        990.813        3544.52        8.16465        4.54500     
  27201.0        992.801        3544.57        8.16448        4.54455     
  27301.0        994.786        3544.62        8.16432        4.54410     
  27401.0        996.766        3544.67        8.16416        4.54366     
  27501.0        998.743        3544.72        8.16401        4.54322     
  27601.0        1000.72        3544.77        8.16385        4.54278     
  27701.0        1002.68        3544.83        8.16370        4.54234     
  27801.0        1004.65        3544.89        8.16358        4.54189     
  27901.0        1006.61        3544.94        8.16343        4.54145     
  28001.0        1008.57        3545.00        8.16328        4.54102     
  28101.0        1010.52        3545.05        8.16314        4.54058     
  28201.0        1012.47        3545.10        8.16299        4.54015     
  28301.0        1014.41        3545.16        8.16285        4.53972     
  28401.0        1016.35        3545.21        8.16271        4.53929     
  28501.0        1018.29        3545.27        8.16258        4.53886     
  28601.0        1020.22        3545.33        8.16244        4.53843     
  28701.0        1022.15        3545.38        8.16231        4.53801     
  28801.0        1024.08        3545.44        8.16218        4.53759     
  28901.0        1026.00        3545.50        8.16207        4.53718     
  29001.0        1027.91        3545.58        8.16207        4.53691     
  29101.0        1029.83        3545.64        8.16195        4.53650     
  29201.0        1031.74        3545.70        8.16184        4.53609     
  29301.0        1033.64        3545.74        8.16161        4.53555     
  29401.0        1035.54        3545.80        8.16150        4.53515     
  29501.0        1037.44        3545.86        8.16140        4.53475     
  29601.0        1039.33        3545.92        8.16129        4.53435     
  29701.0        1041.22        3545.99        8.16119        4.53395     
  29801.0        1043.11        3546.05        8.16109        4.53355     
  29901.0        1044.99        3546.11        8.16099        4.53315     
  30001.0        1046.87        3546.18        8.16089        4.53276     
  30101.0        1048.74        3546.15        8.16042        4.53221     
  30201.0        1050.61        3546.22        8.16033        4.53182     
  30301.0        1052.48        3546.28        8.16023        4.53143     
  30401.0        1054.34        3546.35        8.16014        4.53104     
  30501.0        1056.20        3546.41        8.16006        4.53065     
  30601.0        1058.06        3546.35        8.15949        4.53027     
  30701.0        1059.91        3546.41        8.15942        4.52988     
  30801.0        1061.75        3546.48        8.15934        4.52950     
  30901.0        1063.60        3546.55        8.15927        4.52911     
  31001.0        1065.44        3546.63        8.15920        4.52873     
  31101.0        1067.27        3546.70        8.15914        4.52835     
  31201.0        1069.11        3546.77        8.15907        4.52797     
  31301.0        1070.93        3546.84        8.15901        4.52759     
  31401.0        1072.76        3546.91        8.15895        4.52721     
  31501.0        1074.58        3546.98        8.15889        4.52684     
  31601.0        1076.40        3547.06        8.15883        4.52647     
  31701.0        1078.21        3547.28        8.15926        4.52605     
  31801.0        1080.02        3547.36        8.15920        4.52568     
  31901.0        1081.82        3547.43        8.15922        4.52545     
  32001.0        1083.62        3547.51        8.15917        4.52508     
  32101.0        1085.42        3547.59        8.15917        4.52468     
  32201.0        1087.22        3547.66        8.15913        4.52435     
  32301.0        1089.01        3547.47        8.15793        4.52355     
  32401.0        1090.79        3547.55        8.15789        4.52319     
  32501.0        1092.58        3547.79        8.15864        4.52321     
  32601.0        1094.36        3547.87        8.15859        4.52285     
  32701.0        1096.13        3547.94        8.15855        4.52249     
  32801.0        1097.90        3548.02        8.15851        4.52214     
  32901.0        1099.67        3548.10        8.15847        4.52178     
  33001.0        1101.44        3548.13        8.15823        4.52135     
  33101.0        1103.20        3548.17        8.15812        4.52107     
  33201.0        1104.95        3548.25        8.15809        4.52072     
  33301.0        1106.71        3548.33        8.15806        4.52037     
  33401.0        1108.46        3548.41        8.15803        4.52003     
  33501.0        1110.20        3548.49        8.15800        4.51968     
  33601.0        1111.94        3548.57        8.15797        4.51934     
  33701.0        1113.68        3548.65        8.15795        4.51899     
  33801.0        1115.42        3548.73        8.15793        4.51865     
  33901.0        1117.15        3548.81        8.15791        4.51831     
  34001.0        1118.88        3548.89        8.15789        4.51797     
  34101.0        1120.60        3549.15        8.15855        4.51784     
  34201.0        1122.32        3549.23        8.15853        4.51750     
  34301.0        1124.04        3549.31        8.15851        4.51717     
  34401.0        1125.75        3549.31        8.15818        4.51665     
  34501.0        1127.46        3549.40        8.15818        4.51631     
  34601.0        1129.16        3549.48        8.15817        4.51598     
  34701.0        1130.87        3549.57        8.15816        4.51564     
  34801.0        1132.56        3549.65        8.15816        4.51531     
  34901.0        1134.26        3549.74        8.15816        4.51498     
  35001.0        1135.95        3549.82        8.15816        4.51465     
