|6.6.6
mars_ma79_1.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  31201.0        1485.76        3497.77        7.94225        4.37440     
  31301.0        1486.52        3497.98        7.94280        4.37446     
  31401.0        1487.27        3498.19        7.94336        4.37451     
  31501.0        1488.02        3498.41        7.94391        4.37457     
  31601.0        1488.77        3498.62        7.94446        4.37463     
  31701.0        1489.52        3498.83        7.94502        4.37469     
  31801.0        1490.27        3499.04        7.94557        4.37475     
  31901.0        1491.02        3499.25        7.94612        4.37481     
  32001.0        1491.77        3499.46        7.94667        4.37487     
  32101.0        1492.52        3499.67        7.94722        4.37492     
  32201.0        1493.27        3499.87        7.94776        4.37497     
  32301.0        1494.01        3500.08        7.94830        4.37503     
  32401.0        1494.76        3500.29        7.94884        4.37508     
  32501.0        1495.51        3500.50        7.94938        4.37513     
  32601.0        1496.26        3500.71        7.94992        4.37518     
  32701.0        1497.00        3500.91        7.95046        4.37523     
  32801.0        1497.75        3501.12        7.95100        4.37528     
  32901.0        1498.50        3501.33        7.95154        4.37534     
  33001.0        1499.24        3501.54        7.95208        4.37539     
  33101.0        1499.99        3501.75        7.95262        4.37544     
  33201.0        1500.73        3501.95        7.95315        4.37549     
  33301.0        1501.48        3502.16        7.95369        4.37554     
  33401.0        1502.22        3502.37        7.95423        4.37559     
  33501.0        1502.97        3502.58        7.95477        4.37565     
  33601.0        1503.71        3502.79        7.95531        4.37570     
  33701.0        1504.46        3502.99        7.95585        4.37575     
  33801.0        1505.20        3503.20        7.95639        4.37580     
  33901.0        1505.94        3503.41        7.95693        4.37585     
  34001.0        1506.69        3503.62        7.95747        4.37591     
  34101.0        1507.43        3503.82        7.95801        4.37596     
  34201.0        1508.17        3504.03        7.95855        4.37601     
  34301.0        1508.91        3504.24        7.95909        4.37606     
  34401.0        1509.66        3504.45        7.95963        4.37612     
  34501.0        1510.40        3504.66        7.96017        4.37617     
  34601.0        1511.14        3504.86        7.96071        4.37622     
  34701.0        1511.88        3505.07        7.96125        4.37627     
  34801.0        1512.62        3505.28        7.96179        4.37633     
  34901.0        1513.36        3505.49        7.96233        4.37638     
  35001.0        1514.10        3505.70        7.96287        4.37643     
  35101.0        1514.84        3505.90        7.96341        4.37649     
  35201.0        1515.58        3506.11        7.96395        4.37654     
  35301.0        1516.31        3506.32        7.96449        4.37659     
  35401.0        1517.05        3506.53        7.96503        4.37664     
  35501.0        1517.79        3506.73        7.96557        4.37670     
  35601.0        1518.53        3506.94        7.96610        4.37675     
  35701.0        1519.26        3507.15        7.96664        4.37680     
  35801.0        1520.00        3507.36        7.96718        4.37686     
  35901.0        1520.74        3507.57        7.96772        4.37691     
  36001.0        1521.47        3507.77        7.96826        4.37696     
  36101.0        1522.21        3507.98        7.96880        4.37702     
  36201.0        1522.94        3508.19        7.96934        4.37707     
  36301.0        1523.68        3508.40        7.96988        4.37712     
  36401.0        1524.41        3508.60        7.97042        4.37718     
  36501.0        1525.15        3508.81        7.97096        4.37723     
  36601.0        1525.88        3509.02        7.97150        4.37728     
  36701.0        1526.62        3509.23        7.97204        4.37734     
  36801.0        1527.35        3509.44        7.97258        4.37739     
  36901.0        1528.08        3509.64        7.97312        4.37744     
  37001.0        1528.82        3509.85        7.97366        4.37750     
  37101.0        1529.55        3510.06        7.97420        4.37755     
  37201.0        1530.28        3510.27        7.97474        4.37761     
  37301.0        1531.01        3510.47        7.97528        4.37766     
  37401.0        1531.74        3510.68        7.97582        4.37771     
  37501.0        1532.47        3510.89        7.97636        4.37777     
  37601.0        1533.20        3511.10        7.97690        4.37782     
  37701.0        1533.93        3511.30        7.97744        4.37788     
  37801.0        1534.66        3511.51        7.97798        4.37793     
  37901.0        1535.39        3511.72        7.97852        4.37799     
  38001.0        1536.12        3511.93        7.97906        4.37804     
  38101.0        1536.85        3512.14        7.97960        4.37809     
  38201.0        1537.58        3512.34        7.98014        4.37815     
  38301.0        1538.31        3512.55        7.98069        4.37820     
  38401.0        1539.03        3512.76        7.98123        4.37826     
  38501.0        1539.76        3512.84        7.98084        4.37778     
  38601.0        1540.49        3513.04        7.98138        4.37784     
  38701.0        1541.21        3513.25        7.98192        4.37789     
  38801.0        1541.94        3513.46        7.98246        4.37795     
  38901.0        1542.67        3513.79        7.98389        4.37851     
  39001.0        1543.39        3514.00        7.98443        4.37856     
  39101.0        1544.12        3514.21        7.98496        4.37861     
  39201.0        1544.84        3514.41        7.98549        4.37866     
  39301.0        1545.57        3514.62        7.98603        4.37871     
