|6.6.6
mars_kc08_atm_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  40601.0        1419.88        3486.42        7.79688        4.31257     
  40701.0        1421.24        3486.56        7.79711        4.31234     
  40801.0        1422.60        3486.71        7.79735        4.31211     
  40901.0        1423.95        3486.86        7.79759        4.31188     
  41001.0        1425.29        3487.01        7.79784        4.31166     
  41101.0        1426.63        3487.16        7.79808        4.31143     
  41201.0        1427.97        3487.31        7.79833        4.31121     
  41301.0        1429.30        3486.70        7.79471        4.30949     
  41401.0        1430.63        3486.86        7.79502        4.30930     
  41501.0        1431.95        3487.02        7.79533        4.30910     
  41601.0        1433.27        3487.18        7.79565        4.30891     
  41701.0        1434.58        3487.35        7.79597        4.30871     
  41801.0        1435.89        3487.51        7.79629        4.30852     
  41901.0        1437.19        3487.68        7.79662        4.30833     
  42001.0        1438.49        3487.34        7.79441        4.30713     
  42101.0        1439.78        3487.51        7.79477        4.30695     
  42201.0        1441.07        3487.68        7.79513        4.30678     
  42301.0        1442.36        3487.85        7.79550        4.30661     
  42401.0        1443.64        3488.02        7.79587        4.30644     
  42501.0        1444.91        3488.19        7.79624        4.30627     
  42601.0        1446.18        3488.37        7.79661        4.30611     
  42701.0        1447.45        3488.54        7.79698        4.30594     
  42801.0        1448.71        3488.72        7.79736        4.30578     
  42901.0        1449.97        3488.89        7.79774        4.30562     
  43001.0        1451.22        3488.49        7.79522        4.30427     
  43101.0        1452.47        3488.67        7.79563        4.30412     
  43201.0        1453.71        3488.85        7.79604        4.30397     
  43301.0        1454.95        3489.03        7.79646        4.30383     
  43401.0        1456.19        3489.22        7.79688        4.30369     
  43501.0        1457.42        3489.40        7.79730        4.30354     
  43601.0        1458.65        3490.57        7.80275        4.30549     
  43701.0        1459.87        3490.74        7.80312        4.30533     
  43801.0        1461.09        3490.92        7.80348        4.30516     
  43901.0        1462.30        3491.09        7.80385        4.30500     
  44001.0        1463.51        3491.26        7.80423        4.30485     
  44101.0        1464.71        3491.43        7.80460        4.30469     
